3084, 2019-01-29 d2 tdtomato cell counts-3084_slice1, -1, 12, 6, 2, 1, 5, 0, 0, 4, 0, 1, 1, 0, 2, 0, 6.189392e-02, 2.182258e-02, 1.367474e-02, 8.487909e-04, 2.356925e-02, 4.060880e-04, 1.572473e-03, 2.119267e-01, 1.169729e-02, 8.843168e-02, 3.659597e-02, 1.161065e-02, 5.483111e-02, 8.759948e-03
3084, 2019-01-29 d2 tdtomato cell counts-3084_slice1, 0, 12, 3, 1, 0, 7, 0, 1, 4, 0, 0, 1, 0, 3, 0, 6.189392e-02, 2.182258e-02, 1.367474e-02, 8.487909e-04, 2.356925e-02, 4.060880e-04, 1.572473e-03, 2.119267e-01, 1.169729e-02, 8.843168e-02, 3.659597e-02, 1.161065e-02, 5.483111e-02, 8.759948e-03
3084, 2019-01-29 d2 tdtomato cell counts-3084_slice1, 1, 6, 0, 1, 0, 5, 1, 0, 2, 0, 0, 0, 1, 1, 0, 6.189392e-02, 2.182258e-02, 1.367474e-02, 8.487909e-04, 2.356925e-02, 4.060880e-04, 1.572473e-03, 2.119267e-01, 1.169729e-02, 8.843168e-02, 3.659597e-02, 1.161065e-02, 5.483111e-02, 8.759948e-03
3084, 2019-01-29 d2 tdtomato cell counts-3084_slice1, 2, 1, 0, 0, 0, 1, 0, 0, 8, 0, 0, 0, 2, 7, 0, 6.189392e-02, 2.182258e-02, 1.367474e-02, 8.487909e-04, 2.356925e-02, 4.060880e-04, 1.572473e-03, 2.119267e-01, 1.169729e-02, 8.843168e-02, 3.659597e-02, 1.161065e-02, 5.483111e-02, 8.759948e-03
3084, 2019-01-29 d2 tdtomato cell counts-3084_slice2, 0, 4, 0, 1, 1, 0, 0, 2, 8, 1, 5, 1, 0, 0, 2, 2.983494e-02, 4.266918e-04, 7.552213e-03, 1.206309e-02, 0, 8.281358e-04, 8.964809e-03, 2.013540e-01, 1.315366e-03, 9.665738e-02, 7.860120e-02, 0, 1.212867e-02, 1.265135e-02
3084, 2019-01-29 d2 tdtomato cell counts-3084_slice2, 1, 3, 0, 3, 0, 0, 0, 0, 7, 1, 3, 1, 0, 0, 2, 2.983494e-02, 4.266918e-04, 7.552213e-03, 1.206309e-02, 0, 8.281358e-04, 8.964809e-03, 2.013540e-01, 1.315366e-03, 9.665738e-02, 7.860120e-02, 0, 1.212867e-02, 1.265135e-02
3084, 2019-01-29 d2 tdtomato cell counts-3084_slice2, 2, 1, 0, 1, 0, 0, 0, 0, 3, 0, 2, 1, 0, 0, 0, 2.983494e-02, 4.266918e-04, 7.552213e-03, 1.206309e-02, 0, 8.281358e-04, 8.964809e-03, 2.013540e-01, 1.315366e-03, 9.665738e-02, 7.860120e-02, 0, 1.212867e-02, 1.265135e-02
3084, 2019-01-29 d2 tdtomato cell counts-3084_slice3, -1, 7, 0, 4, 1, 0, 2, 0, 14, 0, 10, 0, 0, 1, 3, 7.999628e-02, 0, 1.157784e-02, 8.567671e-03, 9.217430e-05, 5.631199e-02, 3.446608e-03, 4.540408e-01, 0, 1.781223e-01, 1.008974e-01, 6.963566e-04, 1.111359e-01, 6.318883e-02
3084, 2019-01-29 d2 tdtomato cell counts-3084_slice3, 0, 8, 0, 5, 0, 0, 3, 0, 18, 0, 9, 1, 0, 4, 4, 7.999628e-02, 0, 1.157784e-02, 8.567671e-03, 9.217430e-05, 5.631199e-02, 3.446608e-03, 4.540408e-01, 0, 1.781223e-01, 1.008974e-01, 6.963566e-04, 1.111359e-01, 6.318883e-02
3084, 2019-01-29 d2 tdtomato cell counts-3084_slice3, 1, 11, 0, 5, 0, 0, 5, 1, 20, 0, 8, 1, 0, 7, 5, 7.999628e-02, 0, 1.157784e-02, 8.567671e-03, 9.217430e-05, 5.631199e-02, 3.446608e-03, 4.540408e-01, 0, 1.781223e-01, 1.008974e-01, 6.963566e-04, 1.111359e-01, 6.318883e-02
3084, 2019-01-29 d2 tdtomato cell counts-3084_slice3, 2, 8, 0, 2, 0, 0, 4, 2, 17, 0, 10, 3, 0, 5, 2, 7.999628e-02, 0, 1.157784e-02, 8.567671e-03, 9.217430e-05, 5.631199e-02, 3.446608e-03, 4.540408e-01, 0, 1.781223e-01, 1.008974e-01, 6.963566e-04, 1.111359e-01, 6.318883e-02
